book_id,work_id,books_count,isbn13,authors,original_publication_year,title,language_code,average_rating,ratings_count,text_reviews_count,image_url
3823,11240905,46,9780316120560,James Patterson - Michael Ledwidge,2011,Now You See Her,en-US,3.98,27052,2208,https://images.gr-assets.com/books/1435387035m/7926569.jpg
4599,12770588,16,9781423144340,Cinda Williams Chima,2012,The Crimson Crown,eng,4.48,28763,2208,https://images.gr-assets.com/books/1345041697m/8069828.jpg
4430,21998935,68,9780399159890,Nora Roberts,2013,Whiskey Beach,eng,3.96,26780,2207,https://images.gr-assets.com/books/1357477045m/16158519.jpg
8427,13247769,15,9780307393880,Alice Hoffman,2011,The Red Garden,eng,3.69,15299,2206,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3406,2164481,77,9780345490380,Matthew Pearl,2003,The Dante Club,en-US,3.38,33728,2206,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5744,12773071,25,9780451233320,Chloe Neill,2011,Hard Bitten,en-US,4.17,30857,2205,https://images.gr-assets.com/books/1372850762m/9581001.jpg
2951,8342392,40,9780399254830,Andrea Cremer,2011,Wolfsbane (Nightshade #2; Nightshade World #5),eng,4.12,42770,2205,https://images.gr-assets.com/books/1323140262m/7263429.jpg
866,2318370,109,9781400064560,Peter Benchley,1974,Jaws,eng,3.96,106201,2205,https://images.gr-assets.com/books/1327958767m/126232.jpg
2152,2191060,53,9780060887380,Sara Shepard,2007,Perfect,eng,4.02,55030,2204,https://images.gr-assets.com/books/1363681820m/1651302.jpg
364,267076,72,9780007173040,Dr. Seuss,1957,How the Grinch Stole Christmas!,eng,4.36,256127,2204,https://images.gr-assets.com/books/1327958149m/113946.jpg
9551,43165888,13,9780545448680,Brian Selznick,2015,The Marvels,eng,3.93,13789,2202,https://images.gr-assets.com/books/1453389120m/23566909.jpg
5587,2144298,22,9780307394960,Chris Bohjalian,2008,Skeletons at the Feast,,3.99,20246,2202,https://images.gr-assets.com/books/1320413130m/2017056.jpg
6436,12348314,57,9781409113970,Maeve Binchy,2010,Minding Frankie,eng,3.78,18971,2201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4655,14147627,5,9780061921260,Claire LaZebnik,2011,Epic Fail,en-US,3.73,30179,2201,https://images.gr-assets.com/books/1293626043m/9266776.jpg
4807,21938104,8,9780988695110,Heidi McLaughlin,2012,Forever My Girl (The Beaumont Series - #1),eng,4.04,35416,2201,https://images.gr-assets.com/books/1353074232m/16119079.jpg
8862,42912504,25,9780698193030,J.R. Ward,2015,The Bourbon Kings,eng,3.87,14619,2200,https://images.gr-assets.com/books/1414595442m/23355896.jpg
8252,19083644,14,,Suzanne Wright,2012,Feral Sins,eng,4.12,25674,2199,https://images.gr-assets.com/books/1331458140m/13522957.jpg
4067,268923,102,9780345366240,Katherine Neville,1988,The Eight,eng,3.92,27460,2199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1058,2589654,216,9781579126250,Agatha Christie,1930,Murder at the Vicarage,eng,4.03,100137,2199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5468,1176198,64,9780316012830,Kate Atkinson,2006,One Good Turn,en-US,3.79,22415,2198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2621,14837,12,9780385496090,Anne Lamott,1999,Traveling Mercies: Some Thoughts on Faith,en-CA,4.15,37537,2197,https://images.gr-assets.com/books/1403182174m/10890.jpg
8277,2302876,41,9780316113790,Uwem Akpan,2008,Say You're One of Them,,3.49,12658,2196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8436,19696664,17,,Jennifer L. Armentrout,2013,Obsession,eng,4.15,20471,2196,https://images.gr-assets.com/books/1368003139m/14060046.jpg
3210,6057225,355,9780141184270,Virginia Woolf,1928,Orlando: A Biography,en-GB,3.86,39286,2196,https://images.gr-assets.com/books/1443118010m/18839.jpg
3040,18323697,32,,Abbi Glines,2012,Because of Low,eng,4.14,50782,2196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1389,1602261,59,9781400032820,Chuck Palahniuk,2003,Diary,eng,3.60,61369,2196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6381,46081985,19,9780812996080,Anna Quindlen,2016,Miller's Valley,en-GB,3.89,16239,2195,https://images.gr-assets.com/books/1447962407m/26131641.jpg
1704,1222244,103,9780385334140,Kurt Vonnegut Jr.,1961,Mother Night,en-US,4.21,57090,2195,https://images.gr-assets.com/books/1344621657m/9592.jpg
5970,10561678,19,,Alice Clayton,2010,The Unidentified Redhead,eng,4.04,26971,2194,https://images.gr-assets.com/books/1355688970m/7743783.jpg
8764,3205574,62,9780316032220,Josh Bazell,2008,Beat the Reaper,en-US,3.79,13114,2193,https://images.gr-assets.com/books/1316092271m/3173125.jpg
4997,6527880,16,9781841497970,Patricia Briggs,2012,Fair Game (Alpha & Omega - #3),en-US,4.34,34984,2193,https://images.gr-assets.com/books/1327472384m/7942786.jpg
5516,16686499,16,9780803736700,Sheila Turnage,2012,Three Times Lucky (Tupelo Landing - #1),eng,4.01,18300,2191,https://images.gr-assets.com/books/1424981822m/11737313.jpg
7362,25626888,6,9780525425880,Nina LaCour,2014,Everything Leads to You,eng,3.89,18734,2191,https://images.gr-assets.com/books/1389744233m/18667779.jpg
4382,27228804,31,9780316410980,James Patterson - David Ellis,2015,The Murder House,eng,4.05,23568,2191,https://images.gr-assets.com/books/1464826516m/23717678.jpg
5634,7305202,19,9781594202440,Deborah Blum,2010,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,en-US,4.00,20223,2188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5307,16202400,43,9780857522280,Terry Pratchett,2013,Raising Steam,eng,3.93,22956,2186,https://images.gr-assets.com/books/1375882313m/11275323.jpg
5813,1100537,10,9781590387830,Brandon Mull,2007,The Candy Shop War,,4.03,20777,2185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1113,196327,970,9780140047490,Friedrich Nietzsche - Walter Kaufmann,1883,Also sprach Zarathustra,eng,4.05,79615,2185,https://images.gr-assets.com/books/1480901846m/51893.jpg
6036,19086644,31,9781455507190,Jami Attenberg,2012,The Middlesteins,eng,3.42,17436,2184,https://images.gr-assets.com/books/1339727222m/13525938.jpg
6897,46209108,11,,Jana Aston,2015,Wrong,eng,3.94,21374,2184,https://images.gr-assets.com/books/1443007627m/26224667.jpg
8905,11141856,36,9781400065940,Fannie Flagg,2010,I Still Dream About You,en-US,3.55,13971,2183,https://images.gr-assets.com/books/1320471793m/7897620.jpg
6930,25382416,16,,Joanna Wylde,2014,Reaper's Legacy,eng,4.27,29069,2182,https://images.gr-assets.com/books/1373565326m/18076876.jpg
7415,24897193,26,,Jay Crownover - Charlotte Connan de vries,2014,Rome (Marked Men - #3),eng,4.22,28114,2181,https://images.gr-assets.com/books/1378491674m/17798233.jpg
1620,1527439,97,9780575076820,Philip K. Dick,1977,A Scanner Darkly ,eng,4.04,61544,2181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6847,10458410,12,9781442407690,Lisa McMann,2011,The Unwanteds (Unwanteds - #1),eng,4.07,17935,2180,https://images.gr-assets.com/books/1308432658m/9917879.jpg
5288,3300232,25,9780765326580,Orson Scott Card,2011,The Lost Gate,en-US,3.82,20884,2180,https://images.gr-assets.com/books/1312042223m/9265891.jpg
3162,1872234,57,9780316117360,James Patterson - Michael Ledwidge,2007,The Quickie,eng,3.82,32975,2180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4142,14547795,25,9781423147950,Ally Carter,2011,Uncommon Criminals,,4.15,36383,2180,https://images.gr-assets.com/books/1298155996m/10327303.jpg
9548,51437887,4,,L.J. Shen,2016,Vicious,en-US,4.25,15482,2179,https://images.gr-assets.com/books/1481945407m/30839185.jpg
4367,15872618,37,9780393064480,Stephen Greenblatt,2011,The Swerve: How the World Became Modern,eng,3.83,20790,2179,https://images.gr-assets.com/books/1406088245m/10954979.jpg
9591,24080409,25,9781101623210,Morgan Rhodes - Michelle Rowen,2014,Gathering Darkness,eng,4.33,15199,2178,https://images.gr-assets.com/books/1419103977m/17342700.jpg
1317,1737200,43,9780345439110,Christina Schwarz,2000,Drowning Ruth,eng,3.73,70953,2178,https://images.gr-assets.com/books/1390180160m/5171.jpg
8350,6488344,32,9780739318930,Richard Russo - Arthur Morey,2009,That Old Cape Magic,eng,3.30,14461,2177,https://images.gr-assets.com/books/1320442735m/6303733.jpg
7691,13210557,23,,Gail Carriger,2012,Timeless,eng,4.12,21814,2176,https://images.gr-assets.com/books/1327890901m/11324166.jpg
8378,18081677,18,9781599908730,Shannon Hale,2012,Palace of Stone,eng,3.95,16889,2173,https://images.gr-assets.com/books/1345726316m/12926132.jpg
6051,19165924,27,9781423166000,Ally Carter,2013,United We Spy,eng,4.44,24587,2173,https://images.gr-assets.com/books/1368559827m/13580951.jpg
6424,24167516,15,,R.K. Lilley,2013,Bad Things (Tristan & Danika - #1),eng,4.33,27727,2173,https://images.gr-assets.com/books/1364053596m/17377032.jpg
3440,6919505,85,9780061558220,Guillermo del Toro - Chuck Hogan,2009,The Fall,eng,3.80,31255,2173,https://images.gr-assets.com/books/1327934155m/6723348.jpg
3237,51364,34,9780452287050,Dorothy Allison,1992,Bastard Out of Carolina,eng,4.09,32549,2173,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3519,2095259,152,9781400034210,W. Somerset Maugham,1944,The Razor's Edge,eng,4.18,28640,2172,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8744,43454866,14,9781505724520,Karina Halle,2014,The Pact,eng,3.91,19110,2171,https://images.gr-assets.com/books/1418886372m/23844390.jpg
4837,21417067,43,9780525953070,Lisa Gardner,2013,Touch & Go (Tessa Leoni - #2),eng,4.05,22686,2171,https://images.gr-assets.com/books/1348273633m/15811495.jpg
9738,44995729,20,9781250083210,Kylie Scott,2016,Dirty,eng,3.92,17347,2169,https://images.gr-assets.com/books/1444317627m/25671827.jpg
9105,22380673,24,9780988941910,Kim Karr,2013,Connected,eng,4.11,19576,2169,https://images.gr-assets.com/books/1362012971m/16279715.jpg
2988,151480,44,9781557091550,Carolyn Keene - Russell H. Tandy - Sara Paretsky,1930,The Secret of the Old Clock (Nancy Drew Mystery Stories - #1),eng,3.98,48913,2169,https://images.gr-assets.com/books/1351534678m/32979.jpg
1718,841331,77,9780385731060,Ann Brashares,2003,The Second Summer of the Sisterhood,en-US,3.78,77713,2169,https://images.gr-assets.com/books/1467700995m/5454.jpg
2279,3164459,57,9780380713810,Bill Bryson,1991,Neither Here Nor There: Travels in Europe,en-US,3.88,45390,2168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9763,5370813,23,9780312555120,Carol Lynch Williams,2009,The Chosen One,eng,3.85,13426,2166,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2465,152688,46,9781400077430,Daniel Todd Gilbert,2006,Stumbling on Happiness,eng,3.82,39381,2166,https://images.gr-assets.com/books/1327947323m/56627.jpg
2474,1297604,66,9780140280200,Robert Greene - Joost Elffers,1988,The 48 Laws of Power,,4.18,40152,2166,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1749,2563685,45,9780330488910,Ben Sherwood,2004,The Death and Life of Charlie St. Cloud,eng,4.01,50912,2166,https://images.gr-assets.com/books/1329827169m/263050.jpg
1357,1960084,193,9780486426750,John Bunyan,1678,The Pilgrim's Progress,,3.98,76121,2166,https://images.gr-assets.com/books/1405982367m/29797.jpg
8119,25526485,16,,Amy Zhang,2014,Falling Into Place,,3.88,13919,2165,https://images.gr-assets.com/books/1393613084m/18163646.jpg
5070,544922,55,9781932100660,T. Colin Campbell - Thomas M. Campbell II,2001,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet - Weight Loss and Long-term Health,en-GB,4.21,18454,2165,https://images.gr-assets.com/books/1376474019m/178788.jpg
2009,944261,61,9780553804800,Dean Koontz,2006,Brother Odd,eng,3.98,52377,2165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8091,4668853,16,9780312385190,Sandra Dallas,1997,Prayers for Sale,eng,3.83,14413,2164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7403,18347052,29,9780765330540,W. Bruce Cameron,2012,A Dog's Journey: Another Novel for Humans,en-US,4.41,15327,2164,https://images.gr-assets.com/books/1327061453m/13167796.jpg
5363,26680498,13,9781476731900,Jeff Hobbs,2014,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,eng,4.13,16770,2163,https://images.gr-assets.com/books/1420938377m/18775365.jpg
5955,40771666,37,9780385348610,Gretchen Rubin,2015,Better Than Before: Mastering the Habits of Our Everyday Lives,en-GB,3.81,18727,2163,https://images.gr-assets.com/books/1415588203m/22889767.jpg
6916,623258,130,9780316252970,Daphne du Maurier,1951,My Cousin Rachel,eng,3.92,20819,2163,https://images.gr-assets.com/books/1386609405m/18869970.jpg
1561,3288400,330,9780679774390,Boris Pasternak - Max Hayward - Manya Harari - John Bayley,1957,Доктор Живаго,eng,4.03,66174,2162,https://images.gr-assets.com/books/1385508725m/130440.jpg
7215,45315154,36,9781250076430,Sharon Guskin,2016,The Forgetting Time,eng,3.79,16832,2161,https://images.gr-assets.com/books/1442527065m/25527908.jpg
3726,643459,23,9781416913630,Nic Sheff,2008,Tweak: Growing Up On Methamphetamines,en-US,3.93,24997,2161,https://images.gr-assets.com/books/1259233004m/657371.jpg
3741,11557753,47,9780553807260,Lisa Gardner,2011,Love You More,eng,4.15,31201,2160,https://images.gr-assets.com/books/1385141722m/8701129.jpg
2170,6277491,59,9780380789020,Neil Gaiman,1998,Smoke and Mirrors: Short Fiction and Illusions,eng,4.05,52735,2160,https://images.gr-assets.com/books/1409595076m/16790.jpg
7382,16313425,25,9780393081500,Liz Moore,2012,Heft,,3.96,14007,2159,https://images.gr-assets.com/books/1327958826m/11381910.jpg
2680,598905,834,9780743255070,Benjamin Franklin - Lewis Leary,1791,The Autobiography of Benjamin Franklin,eng,3.83,43113,2159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2235,626006,240,9781579126250,Agatha Christie,1936,The ABC Murders,eng,3.97,57370,2159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5617,1007854,51,9780316066340,Lori Lansens,2005,The Girls,eng,3.79,18125,2158,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9261,43644221,6,,Mariana Zapata,2015,Kulti,,4.36,19214,2158,https://images.gr-assets.com/books/1419402858m/24044596.jpg
3262,1817520,139,9780393332150,Patricia Highsmith,1955,The Talented Mr. Ripley,eng,3.93,37505,2155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1451,6656179,7,9781607060760,Robert Kirkman,2009,The Walking Dead Compendium Volume 1,eng,4.43,58612,2154,https://images.gr-assets.com/books/1449865699m/6465707.jpg
5555,23682783,26,,Jay Crownover,2013,Jet,eng,4.09,33587,2153,https://images.gr-assets.com/books/1367338347m/17204860.jpg
2420,4038656,29,9781423121660,Rick Riordan,2009,The Demigod Files (Percy Jackson and the Olympians),eng,4.04,59504,2153,https://images.gr-assets.com/books/1293421593m/3992598.jpg
6995,2243662,11,9781590382230,James L. Ferrell,2004,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,eng,4.41,12528,2150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7918,13562354,25,9780307588650,Michelle Moran,2011,Madame Tussaud: A Novel of the French Revolution,eng,3.94,16641,2150,https://images.gr-assets.com/books/1320558120m/8689913.jpg
9755,40698052,6,9781500607530,Pepper Winters,2014,Debt Inheritance,eng,3.79,18441,2150,https://images.gr-assets.com/books/1395175825m/21400356.jpg
9266,12909181,31,,Melissa de la Cruz,2011,Witches of East End,eng,3.51,16562,2147,https://images.gr-assets.com/books/1294433454m/8113940.jpg
6044,22603415,23,9781476740480,K.A. Tucker,2013,One Tiny Lie,eng,4.30,28593,2147,https://images.gr-assets.com/books/1380903726m/17302495.jpg
4426,6151926,46,9781594202250,Thomas Pynchon,2009,Inherent Vice,eng,3.71,20909,2145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3947,2927650,38,9780316057810,Trenton Lee Stewart - Diana Sudyka,2008,The Mysterious Benedict Society and the Perilous Journey,en-US,4.19,33844,2145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
722,6591373,83,9780812513740,Robert Jordan,1992,The Shadow Rising ,en-US,4.21,130562,2145,https://images.gr-assets.com/books/1470841890m/9539.jpg
1630,3516480,28,9780451462560,Jim Butcher,2009,Turn Coat,en-US,4.45,70082,2144,https://images.gr-assets.com/books/1304027128m/3475161.jpg
5025,10966836,42,9781450595990,Colleen Houck,2011,Tiger's Voyage,eng,4.35,26949,2140,https://images.gr-assets.com/books/1320459742m/7849341.jpg
8486,44222605,22,9780670025770,Geraldine Brooks,2015,The Secret Chord,eng,3.55,11156,2139,https://images.gr-assets.com/books/1428406962m/24611425.jpg
2282,3787812,38,9780316002900,James Patterson,2009,Max ,en-US,4.07,60734,2139,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1196,1196035,66,9780440487620,Madeleine L'Engle,1973,A Wind in the Door,eng,4.07,93772,2139,https://images.gr-assets.com/books/1327464177m/18130.jpg
9950,42901335,14,9781455533220,Kristen Ashley,2015,Ride Steady,eng,4.45,19405,2136,https://images.gr-assets.com/books/1424262600m/23341855.jpg
6310,21738568,41,9780316246580,Gavin Extence,2013,The Universe Versus Alex Woods,eng,4.08,16730,2135,https://images.gr-assets.com/books/1352436020m/15984268.jpg
7228,18223133,34,9781451657710,Vaddey Ratner,2012,In the Shadow of the Banyan,,4.04,14443,2134,https://images.gr-assets.com/books/1346714710m/13057939.jpg
5485,24895710,35,9780553808030,Dean Koontz,2013,Innocence,eng,3.69,18105,2134,https://images.gr-assets.com/books/1368569643m/17797381.jpg
2620,113746,102,9780141311400,Roald Dahl - Quentin Blake,1984,Boy: Tales of Childhood,eng,4.09,43021,2134,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1676,517654,92,9780385333870,Kurt Vonnegut Jr.,1985,Galápagos,,3.87,54131,2134,https://images.gr-assets.com/books/1355012643m/9593.jpg
2979,2927243,79,9781416584090,Stephen King,2008,Just After Sunset,eng,3.85,38319,2133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1739,1080201,92,9780553381340,Tom Wolfe,1987,The Bonfire of the Vanities,eng,3.81,56076,2133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
